chr_r1,start_r1,end_r1,name_r1,chr_r2,start_r2,end_r2,name_r2,label
chr10,75633895,75634895,chr10:75633011..75635495,chr10,75757210,75758210,chr10:75756803..75759038,1
chr10,75635895,75636895,chr10:75635895..75636895,chr10,75759210,75760210,chr10:75759210..75760210,0
chr10,75631895,75632895,chr10:75631895..75632895,chr10,75755210,75756210,chr10:75755210..75756210,0
chr10,75633895,75634895,chr10:75633895..75634895,chr10,75759210,75760210,chr10:75759210..75760210,0
chr10,75631895,75632895,chr10:75631895..75632895,chr10,75757210,75758210,chr10:75757210..75758210,0
chr10,75757210,75758210,chr10:75756473..75759408,chr10,75936102,75937102,chr10:75935139..75938004,1
chr10,75759210,75760210,chr10:75759210..75760210,chr10,75938102,75939102,chr10:75938102..75939102,0
chr10,75755210,75756210,chr10:75755210..75756210,chr10,75934102,75935102,chr10:75934102..75935102,0
chr10,75757210,75758210,chr10:75757210..75758210,chr10,75938102,75939102,chr10:75938102..75939102,0
chr10,75755210,75756210,chr10:75755210..75756210,chr10,75936102,75937102,chr10:75936102..75937102,0
chr10,75757210,75758210,chr10:75756666..75759105,chr10,75910529,75911529,chr10:75910780..75913054,1
chr10,75759210,75760210,chr10:75759210..75760210,chr10,75912529,75913529,chr10:75912529..75913529,0
chr10,75755210,75756210,chr10:75755210..75756210,chr10,75908529,75909529,chr10:75908529..75909529,0
chr10,75757210,75758210,chr10:75757210..75758210,chr10,75912529,75913529,chr10:75912529..75913529,0
chr10,75755210,75756210,chr10:75755210..75756210,chr10,75910529,75911529,chr10:75910529..75911529,0
chr10,75757382,75758382,chr10:75757618..75759218,chr10,76993762,76994762,chr10:76993251..76995274,1
chr10,75759382,75760382,chr10:75759382..75760382,chr10,76995762,76996762,chr10:76995762..76996762,0
chr10,75755382,75756382,chr10:75755382..75756382,chr10,76991762,76992762,chr10:76991762..76992762,0
chr10,75757382,75758382,chr10:75757382..75758382,chr10,76995762,76996762,chr10:76995762..76996762,0
chr10,75755382,75756382,chr10:75755382..75756382,chr10,76993762,76994762,chr10:76993762..76994762,0
chr10,75910290,75911290,chr10:75909375..75913493,chr10,75936102,75937102,chr10:75934470..75939543,1
chr10,75912290,75913290,chr10:75912290..75913290,chr10,75938102,75939102,chr10:75938102..75939102,0
chr10,75908290,75909290,chr10:75908290..75909290,chr10,75934102,75935102,chr10:75934102..75935102,0
chr10,75910290,75911290,chr10:75910290..75911290,chr10,75938102,75939102,chr10:75938102..75939102,0
chr10,75908290,75909290,chr10:75908290..75909290,chr10,75936102,75937102,chr10:75936102..75937102,0
chr10,76585527,76586527,chr10:76584949..76587425,chr10,76870742,76871742,chr10:76869184..76872595,1
chr10,76587527,76588527,chr10:76587527..76588527,chr10,76872742,76873742,chr10:76872742..76873742,0
chr10,76583527,76584527,chr10:76583527..76584527,chr10,76868742,76869742,chr10:76868742..76869742,0
chr10,76585527,76586527,chr10:76585527..76586527,chr10,76872742,76873742,chr10:76872742..76873742,0
chr10,76583527,76584527,chr10:76583527..76584527,chr10,76870742,76871742,chr10:76870742..76871742,0
chr10,76870742,76871742,chr10:76866147..76874166,chr10,76993631,76994631,chr10:76992319..76998651,1
chr10,76872742,76873742,chr10:76872742..76873742,chr10,76995631,76996631,chr10:76995631..76996631,0
chr10,76868742,76869742,chr10:76868742..76869742,chr10,76991631,76992631,chr10:76991631..76992631,0
chr10,76870742,76871742,chr10:76870742..76871742,chr10,76995631,76996631,chr10:76995631..76996631,0
chr10,76868742,76869742,chr10:76868742..76869742,chr10,76993631,76994631,chr10:76993631..76994631,0
chr10,76870742,76871742,chr10:76870611..76872832,chr10,76970606,76971606,chr10:76970320..76972290,1
chr10,76872742,76873742,chr10:76872742..76873742,chr10,76972606,76973606,chr10:76972606..76973606,0
chr10,76868742,76869742,chr10:76868742..76869742,chr10,76968606,76969606,chr10:76968606..76969606,0
chr10,76870742,76871742,chr10:76870742..76871742,chr10,76972606,76973606,chr10:76972606..76973606,0
chr10,76868742,76869742,chr10:76868742..76869742,chr10,76970606,76971606,chr10:76970606..76971606,0
chr10,79685907,79686907,chr10:79684093..79687967,chr10,79788881,79789881,chr10:79788004..79791372,1
chr10,79687907,79688907,chr10:79687907..79688907,chr10,79790881,79791881,chr10:79790881..79791881,0
chr10,79683907,79684907,chr10:79683907..79684907,chr10,79786881,79787881,chr10:79786881..79787881,0
chr10,79685907,79686907,chr10:79685907..79686907,chr10,79790881,79791881,chr10:79790881..79791881,0
chr10,79683907,79684907,chr10:79683907..79684907,chr10,79788881,79789881,chr10:79788881..79789881,0
chr10,79794071,79795071,chr10:79793672..79795470,chr10,80908414,80909414,chr10:80907864..80909710,1
chr10,79796071,79797071,chr10:79796071..79797071,chr10,80910414,80911414,chr10:80910414..80911414,0
chr10,79792071,79793071,chr10:79792071..79793071,chr10,80906414,80907414,chr10:80906414..80907414,0
chr10,79794071,79795071,chr10:79794071..79795071,chr10,80910414,80911414,chr10:80910414..80911414,0
chr10,79792071,79793071,chr10:79792071..79793071,chr10,80908414,80909414,chr10:80908414..80909414,0
chr10,80907700,80908700,chr10:80905314..80908282,chr10,81108776,81109776,chr10:81108055..81110498,1
chr10,80909700,80910700,chr10:80909700..80910700,chr10,81110776,81111776,chr10:81110776..81111776,0
chr10,80905700,80906700,chr10:80905700..80906700,chr10,81106776,81107776,chr10:81106776..81107776,0
chr10,80907700,80908700,chr10:80907700..80908700,chr10,81110776,81111776,chr10:81110776..81111776,0
chr10,80905700,80906700,chr10:80905700..80906700,chr10,81108776,81109776,chr10:81108776..81109776,0
chr10,81108526,81109526,chr10:81105202..81112125,chr10,81205105,81206105,chr10:81202784..81209890,1
chr10,81110526,81111526,chr10:81110526..81111526,chr10,81207105,81208105,chr10:81207105..81208105,0
chr10,81106526,81107526,chr10:81106526..81107526,chr10,81203105,81204105,chr10:81203105..81204105,0
chr10,81108526,81109526,chr10:81108526..81109526,chr10,81207105,81208105,chr10:81207105..81208105,0
chr10,81106526,81107526,chr10:81106526..81107526,chr10,81205105,81206105,chr10:81205105..81206105,0
chr10,81115743,81116743,chr10:81115874..81119011,chr10,81205105,81206105,chr10:81203096..81206754,1
chr10,81117743,81118743,chr10:81117743..81118743,chr10,81207105,81208105,chr10:81207105..81208105,0
chr10,81113743,81114743,chr10:81113743..81114743,chr10,81203105,81204105,chr10:81203105..81204105,0
chr10,81115743,81116743,chr10:81115743..81116743,chr10,81207105,81208105,chr10:81207105..81208105,0
chr10,81113743,81114743,chr10:81113743..81114743,chr10,81205105,81206105,chr10:81205105..81206105,0
chr10,85898816,85899816,chr10:85897872..85900364,chr10,86087594,86088594,chr10:86086562..86089577,1
chr10,85900816,85901816,chr10:85900816..85901816,chr10,86089594,86090594,chr10:86089594..86090594,0
chr10,85896816,85897816,chr10:85896816..85897816,chr10,86085594,86086594,chr10:86085594..86086594,0
chr10,85898816,85899816,chr10:85898816..85899816,chr10,86089594,86090594,chr10:86089594..86090594,0
chr10,85896816,85897816,chr10:85896816..85897816,chr10,86087594,86088594,chr10:86087594..86088594,0
chr10,88515226,88516226,chr10:88514085..88516228,chr10,88718791,88719791,chr10:88718313..88720182,1
chr10,88517226,88518226,chr10:88517226..88518226,chr10,88720791,88721791,chr10:88720791..88721791,0
chr10,88513226,88514226,chr10:88513226..88514226,chr10,88716791,88717791,chr10:88716791..88717791,0
chr10,88515226,88516226,chr10:88515226..88516226,chr10,88720791,88721791,chr10:88720791..88721791,0
chr10,88513226,88514226,chr10:88513226..88514226,chr10,88718791,88719791,chr10:88718791..88719791,0
chr10,88718791,88719791,chr10:88718770..88721501,chr10,88854078,88855078,chr10:88852281..88854833,1
chr10,88720791,88721791,chr10:88720791..88721791,chr10,88856078,88857078,chr10:88856078..88857078,0
chr10,88716791,88717791,chr10:88716791..88717791,chr10,88852078,88853078,chr10:88852078..88853078,0
chr10,88718791,88719791,chr10:88718791..88719791,chr10,88856078,88857078,chr10:88856078..88857078,0
chr10,88716791,88717791,chr10:88716791..88717791,chr10,88854078,88855078,chr10:88854078..88855078,0
chr10,89577340,89578340,chr10:89575333..89578815,chr10,89621435,89622435,chr10:89619388..89623763,1
chr10,89579340,89580340,chr10:89579340..89580340,chr10,89623435,89624435,chr10:89623435..89624435,0
chr10,89575340,89576340,chr10:89575340..89576340,chr10,89619435,89620435,chr10:89619435..89620435,0
chr10,89577340,89578340,chr10:89577340..89578340,chr10,89623435,89624435,chr10:89623435..89624435,0
chr10,89575340,89576340,chr10:89575340..89576340,chr10,89621435,89622435,chr10:89621435..89622435,0
chr10,91403982,91404982,chr10:91402369..91405488,chr10,91460748,91461748,chr10:91459565..91463449,1
chr10,91405982,91406982,chr10:91405982..91406982,chr10,91462748,91463748,chr10:91462748..91463748,0
chr10,91401982,91402982,chr10:91401982..91402982,chr10,91458748,91459748,chr10:91458748..91459748,0
chr10,91403982,91404982,chr10:91403982..91404982,chr10,91462748,91463748,chr10:91462748..91463748,0
chr10,91401982,91402982,chr10:91401982..91402982,chr10,91460748,91461748,chr10:91460748..91461748,0
chr10,94333487,94334487,chr10:94330286..94336827,chr10,94352233,94353233,chr10:94349891..94354260,1
chr10,94335487,94336487,chr10:94335487..94336487,chr10,94354233,94355233,chr10:94354233..94355233,0
chr10,94331487,94332487,chr10:94331487..94332487,chr10,94350233,94351233,chr10:94350233..94351233,0
chr10,94333487,94334487,chr10:94333487..94334487,chr10,94354233,94355233,chr10:94354233..94355233,0
chr10,94331487,94332487,chr10:94331487..94332487,chr10,94352233,94353233,chr10:94352233..94353233,0
chr10,94351082,94352082,chr10:94348631..94351976,chr10,94516724,94517724,chr10:94517080..94521274,1
chr10,94353082,94354082,chr10:94353082..94354082,chr10,94518724,94519724,chr10:94518724..94519724,0
chr10,94349082,94350082,chr10:94349082..94350082,chr10,94514724,94515724,chr10:94514724..94515724,0
chr10,94351082,94352082,chr10:94351082..94352082,chr10,94518724,94519724,chr10:94518724..94519724,0
chr10,94349082,94350082,chr10:94349082..94350082,chr10,94516724,94517724,chr10:94516724..94517724,0
chr10,94352233,94353233,chr10:94349533..94356622,chr10,94449277,94450277,chr10:94447410..94453498,1
chr10,94354233,94355233,chr10:94354233..94355233,chr10,94451277,94452277,chr10:94451277..94452277,0
chr10,94350233,94351233,chr10:94350233..94351233,chr10,94447277,94448277,chr10:94447277..94448277,0
chr10,94352233,94353233,chr10:94352233..94353233,chr10,94451277,94452277,chr10:94451277..94452277,0
chr10,94350233,94351233,chr10:94350233..94351233,chr10,94449277,94450277,chr10:94449277..94450277,0
chr10,94352233,94353233,chr10:94351725..94353301,chr10,94589891,94590891,chr10:94589609..94592418,1
chr10,94354233,94355233,chr10:94354233..94355233,chr10,94591891,94592891,chr10:94591891..94592891,0
chr10,94350233,94351233,chr10:94350233..94351233,chr10,94587891,94588891,chr10:94587891..94588891,0
chr10,94352233,94353233,chr10:94352233..94353233,chr10,94591891,94592891,chr10:94591891..94592891,0
chr10,94350233,94351233,chr10:94350233..94351233,chr10,94589891,94590891,chr10:94589891..94590891,0
chr10,94449277,94450277,chr10:94448814..94452346,chr10,94516210,94517210,chr10:94514330..94519117,1
chr10,94451277,94452277,chr10:94451277..94452277,chr10,94518210,94519210,chr10:94518210..94519210,0
chr10,94447277,94448277,chr10:94447277..94448277,chr10,94514210,94515210,chr10:94514210..94515210,0
chr10,94449277,94450277,chr10:94449277..94450277,chr10,94518210,94519210,chr10:94518210..94519210,0
chr10,94447277,94448277,chr10:94447277..94448277,chr10,94516210,94517210,chr10:94516210..94517210,0
chr10,94449411,94450411,chr10:94449603..94452740,chr10,94589819,94590819,chr10:94589464..94592452,1
chr10,94451411,94452411,chr10:94451411..94452411,chr10,94591819,94592819,chr10:94591819..94592819,0
chr10,94447411,94448411,chr10:94447411..94448411,chr10,94587819,94588819,chr10:94587819..94588819,0
chr10,94449411,94450411,chr10:94449411..94450411,chr10,94591819,94592819,chr10:94591819..94592819,0
chr10,94447411,94448411,chr10:94447411..94448411,chr10,94589819,94590819,chr10:94589819..94590819,0
chr10,94455685,94456685,chr10:94454328..94456440,chr10,94516223,94517223,chr10:94516078..94520256,1
chr10,94457685,94458685,chr10:94457685..94458685,chr10,94518223,94519223,chr10:94518223..94519223,0
chr10,94453685,94454685,chr10:94453685..94454685,chr10,94514223,94515223,chr10:94514223..94515223,0
chr10,94455685,94456685,chr10:94455685..94456685,chr10,94518223,94519223,chr10:94518223..94519223,0
chr10,94453685,94454685,chr10:94453685..94454685,chr10,94516223,94517223,chr10:94516223..94517223,0
chr10,94455863,94456863,chr10:94455184..94459266,chr10,94589725,94590725,chr10:94589276..94593121,1
chr10,94457863,94458863,chr10:94457863..94458863,chr10,94591725,94592725,chr10:94591725..94592725,0
chr10,94453863,94454863,chr10:94453863..94454863,chr10,94587725,94588725,chr10:94587725..94588725,0
chr10,94455863,94456863,chr10:94455863..94456863,chr10,94591725,94592725,chr10:94591725..94592725,0
chr10,94453863,94454863,chr10:94453863..94454863,chr10,94589725,94590725,chr10:94589725..94590725,0
chr10,94516210,94517210,chr10:94515128..94517989,chr10,94588314,94589314,chr10:94586362..94588868,1
chr10,94518210,94519210,chr10:94518210..94519210,chr10,94590314,94591314,chr10:94590314..94591314,0
chr10,94514210,94515210,chr10:94514210..94515210,chr10,94586314,94587314,chr10:94586314..94587314,0
chr10,94516210,94517210,chr10:94516210..94517210,chr10,94590314,94591314,chr10:94590314..94591314,0
chr10,94514210,94515210,chr10:94514210..94515210,chr10,94588314,94589314,chr10:94588314..94589314,0
chr10,94516685,94517685,chr10:94517002..94518734,chr10,94589631,94590631,chr10:94589088..94591962,1
chr10,94518685,94519685,chr10:94518685..94519685,chr10,94591631,94592631,chr10:94591631..94592631,0
chr10,94514685,94515685,chr10:94514685..94515685,chr10,94587631,94588631,chr10:94587631..94588631,0
chr10,94516685,94517685,chr10:94516685..94517685,chr10,94591631,94592631,chr10:94591631..94592631,0
chr10,94514685,94515685,chr10:94514685..94515685,chr10,94589631,94590631,chr10:94589631..94590631,0
chr10,97802754,97803754,chr10:97798897..97807548,chr10,97889373,97890373,chr10:97886918..97893342,1
chr10,97804754,97805754,chr10:97804754..97805754,chr10,97891373,97892373,chr10:97891373..97892373,0
chr10,97800754,97801754,chr10:97800754..97801754,chr10,97887373,97888373,chr10:97887373..97888373,0
chr10,97802754,97803754,chr10:97802754..97803754,chr10,97891373,97892373,chr10:97891373..97892373,0
chr10,97800754,97801754,chr10:97800754..97801754,chr10,97889373,97890373,chr10:97889373..97890373,0
chr10,97802754,97803754,chr10:97802232..97804620,chr10,97849403,97850403,chr10:97847329..97851017,1
chr10,97804754,97805754,chr10:97804754..97805754,chr10,97851403,97852403,chr10:97851403..97852403,0
chr10,97800754,97801754,chr10:97800754..97801754,chr10,97847403,97848403,chr10:97847403..97848403,0
chr10,97802754,97803754,chr10:97802754..97803754,chr10,97851403,97852403,chr10:97851403..97852403,0
chr10,97800754,97801754,chr10:97800754..97801754,chr10,97849403,97850403,chr10:97849403..97850403,0
chr10,97849403,97850403,chr10:97838555..97859010,chr10,97889373,97890373,chr10:97880529..97894933,1
chr10,97851403,97852403,chr10:97851403..97852403,chr10,97891373,97892373,chr10:97891373..97892373,0
chr10,97847403,97848403,chr10:97847403..97848403,chr10,97887373,97888373,chr10:97887373..97888373,0
chr10,97849403,97850403,chr10:97849403..97850403,chr10,97891373,97892373,chr10:97891373..97892373,0
chr10,97847403,97848403,chr10:97847403..97848403,chr10,97889373,97890373,chr10:97889373..97890373,0
chr10,99160540,99161540,chr10:99159566..99161975,chr10,99174332,99175332,chr10:99171116..99175343,1
chr10,99162540,99163540,chr10:99162540..99163540,chr10,99176332,99177332,chr10:99176332..99177332,0
chr10,99158540,99159540,chr10:99158540..99159540,chr10,99172332,99173332,chr10:99172332..99173332,0
chr10,99160540,99161540,chr10:99160540..99161540,chr10,99176332,99177332,chr10:99176332..99177332,0
chr10,99158540,99159540,chr10:99158540..99159540,chr10,99174332,99175332,chr10:99174332..99175332,0
chr10,99205369,99206369,chr10:99204416..99207741,chr10,99257500,99258500,chr10:99255231..99259773,1
chr10,99207369,99208369,chr10:99207369..99208369,chr10,99259500,99260500,chr10:99259500..99260500,0
chr10,99203369,99204369,chr10:99203369..99204369,chr10,99255500,99256500,chr10:99255500..99256500,0
chr10,99205369,99206369,chr10:99205369..99206369,chr10,99259500,99260500,chr10:99259500..99260500,0
chr10,99203369,99204369,chr10:99203369..99204369,chr10,99257500,99258500,chr10:99257500..99258500,0
chr10,99257500,99258500,chr10:99256761..99259494,chr10,99496353,99497353,chr10:99495841..99497583,1
chr10,99259500,99260500,chr10:99259500..99260500,chr10,99498353,99499353,chr10:99498353..99499353,0
chr10,99255500,99256500,chr10:99255500..99256500,chr10,99494353,99495353,chr10:99494353..99495353,0
chr10,99257500,99258500,chr10:99257500..99258500,chr10,99498353,99499353,chr10:99498353..99499353,0
chr10,99255500,99256500,chr10:99255500..99256500,chr10,99496353,99497353,chr10:99496353..99497353,0
chr10,99446830,99447830,chr10:99446145..99449629,chr10,99496353,99497353,chr10:99495749..99499452,1
chr10,99448830,99449830,chr10:99448830..99449830,chr10,99498353,99499353,chr10:99498353..99499353,0
chr10,99444830,99445830,chr10:99444830..99445830,chr10,99494353,99495353,chr10:99494353..99495353,0
chr10,99446830,99447830,chr10:99446830..99447830,chr10,99498353,99499353,chr10:99498353..99499353,0
chr10,99444830,99445830,chr10:99444830..99445830,chr10,99496353,99497353,chr10:99496353..99497353,0
chr10,101190209,101191209,chr10:101188685..101191268,chr10,101491511,101492511,chr10:101491157..101494073,1
chr10,101192209,101193209,chr10:101192209..101193209,chr10,101493511,101494511,chr10:101493511..101494511,0
chr10,101188209,101189209,chr10:101188209..101189209,chr10,101489511,101490511,chr10:101489511..101490511,0
chr10,101190209,101191209,chr10:101190209..101191209,chr10,101493511,101494511,chr10:101493511..101494511,0
chr10,101188209,101189209,chr10:101188209..101189209,chr10,101491511,101492511,chr10:101491511..101492511,0
chr10,101190255,101191255,chr10:101189131..101191456,chr10,101380215,101381215,chr10:101378787..101381343,1
chr10,101192255,101193255,chr10:101192255..101193255,chr10,101382215,101383215,chr10:101382215..101383215,0
chr10,101188255,101189255,chr10:101188255..101189255,chr10,101378215,101379215,chr10:101378215..101379215,0
chr10,101190255,101191255,chr10:101190255..101191255,chr10,101382215,101383215,chr10:101382215..101383215,0
chr10,101188255,101189255,chr10:101188255..101189255,chr10,101380215,101381215,chr10:101380215..101381215,0
chr10,101190255,101191255,chr10:101189974..101191535,chr10,101418541,101419541,chr10:101418629..101420770,1
chr10,101192255,101193255,chr10:101192255..101193255,chr10,101420541,101421541,chr10:101420541..101421541,0
chr10,101188255,101189255,chr10:101188255..101189255,chr10,101416541,101417541,chr10:101416541..101417541,0
chr10,101190255,101191255,chr10:101190255..101191255,chr10,101420541,101421541,chr10:101420541..101421541,0
chr10,101188255,101189255,chr10:101188255..101189255,chr10,101418541,101419541,chr10:101418541..101419541,0
chr10,101380275,101381275,chr10:101377525..101382281,chr10,101491511,101492511,chr10:101490036..101493657,1
chr10,101382275,101383275,chr10:101382275..101383275,chr10,101493511,101494511,chr10:101493511..101494511,0
chr10,101378275,101379275,chr10:101378275..101379275,chr10,101489511,101490511,chr10:101489511..101490511,0
chr10,101380275,101381275,chr10:101380275..101381275,chr10,101493511,101494511,chr10:101493511..101494511,0
chr10,101378275,101379275,chr10:101378275..101379275,chr10,101491511,101492511,chr10:101491511..101492511,0
chr10,101380275,101381275,chr10:101377980..101383260,chr10,101418485,101419485,chr10:101415710..101421584,1
chr10,101382275,101383275,chr10:101382275..101383275,chr10,101420485,101421485,chr10:101420485..101421485,0
chr10,101378275,101379275,chr10:101378275..101379275,chr10,101416485,101417485,chr10:101416485..101417485,0
chr10,101380275,101381275,chr10:101380275..101381275,chr10,101420485,101421485,chr10:101420485..101421485,0
chr10,101378275,101379275,chr10:101378275..101379275,chr10,101418485,101419485,chr10:101418485..101419485,0
chr10,101945658,101946658,chr10:101945738..101949017,chr10,101988901,101989901,chr10:101987932..101990949,1
chr10,101947658,101948658,chr10:101947658..101948658,chr10,101990901,101991901,chr10:101990901..101991901,0
chr10,101943658,101944658,chr10:101943658..101944658,chr10,101986901,101987901,chr10:101986901..101987901,0
chr10,101945658,101946658,chr10:101945658..101946658,chr10,101990901,101991901,chr10:101990901..101991901,0
chr10,101943658,101944658,chr10:101943658..101944658,chr10,101988901,101989901,chr10:101988901..101989901,0
chr10,101988775,101989775,chr10:101987640..101989428,chr10,102295206,102296206,chr10:102294757..102297122,1
chr10,101990775,101991775,chr10:101990775..101991775,chr10,102297206,102298206,chr10:102297206..102298206,0
chr10,101986775,101987775,chr10:101986775..101987775,chr10,102293206,102294206,chr10:102293206..102294206,0
chr10,101988775,101989775,chr10:101988775..101989775,chr10,102297206,102298206,chr10:102297206..102298206,0
chr10,101986775,101987775,chr10:101986775..101987775,chr10,102295206,102296206,chr10:102295206..102296206,0
chr10,102026954,102027954,chr10:102025566..102028484,chr10,102045938,102046938,chr10:102044480..102047700,1
chr10,102028954,102029954,chr10:102028954..102029954,chr10,102047938,102048938,chr10:102047938..102048938,0
chr10,102024954,102025954,chr10:102024954..102025954,chr10,102043938,102044938,chr10:102043938..102044938,0
chr10,102026954,102027954,chr10:102026954..102027954,chr10,102047938,102048938,chr10:102047938..102048938,0
chr10,102024954,102025954,chr10:102024954..102025954,chr10,102045938,102046938,chr10:102045938..102046938,0
chr10,102105844,102106844,chr10:102105195..102111050,chr10,102133048,102134048,chr10:102130527..102135089,1
chr10,102107844,102108844,chr10:102107844..102108844,chr10,102135048,102136048,chr10:102135048..102136048,0
chr10,102103844,102104844,chr10:102103844..102104844,chr10,102131048,102132048,chr10:102131048..102132048,0
chr10,102105844,102106844,chr10:102105844..102106844,chr10,102135048,102136048,chr10:102135048..102136048,0
chr10,102103844,102104844,chr10:102103844..102104844,chr10,102133048,102134048,chr10:102133048..102134048,0
chr10,102108594,102109594,chr10:102107700..102109631,chr10,102119223,102120223,chr10:102119003..102120978,1
chr10,102110594,102111594,chr10:102110594..102111594,chr10,102121223,102122223,chr10:102121223..102122223,0
chr10,102106594,102107594,chr10:102106594..102107594,chr10,102117223,102118223,chr10:102117223..102118223,0
chr10,102108594,102109594,chr10:102108594..102109594,chr10,102121223,102122223,chr10:102121223..102122223,0
chr10,102106594,102107594,chr10:102106594..102107594,chr10,102119223,102120223,chr10:102119223..102120223,0
chr10,102114995,102115995,chr10:102115067..102116776,chr10,102123194,102124194,chr10:102122175..102125165,1
chr10,102116995,102117995,chr10:102116995..102117995,chr10,102125194,102126194,chr10:102125194..102126194,0
chr10,102112995,102113995,chr10:102112995..102113995,chr10,102121194,102122194,chr10:102121194..102122194,0
chr10,102114995,102115995,chr10:102114995..102115995,chr10,102125194,102126194,chr10:102125194..102126194,0
chr10,102112995,102113995,chr10:102112995..102113995,chr10,102123194,102124194,chr10:102123194..102124194,0
chr10,102130318,102131318,chr10:102130166..102132560,chr10,102746681,102747681,chr10:102746487..102748799,1
chr10,102132318,102133318,chr10:102132318..102133318,chr10,102748681,102749681,chr10:102748681..102749681,0
chr10,102128318,102129318,chr10:102128318..102129318,chr10,102744681,102745681,chr10:102744681..102745681,0
chr10,102130318,102131318,chr10:102130318..102131318,chr10,102748681,102749681,chr10:102748681..102749681,0
chr10,102128318,102129318,chr10:102128318..102129318,chr10,102746681,102747681,chr10:102746681..102747681,0
chr10,102289193,102290193,chr10:102289235..102292091,chr10,102295206,102296206,chr10:102295102..102297359,1
chr10,102291193,102292193,chr10:102291193..102292193,chr10,102297206,102298206,chr10:102297206..102298206,0
chr10,102287193,102288193,chr10:102287193..102288193,chr10,102293206,102294206,chr10:102293206..102294206,0
chr10,102289193,102290193,chr10:102289193..102290193,chr10,102297206,102298206,chr10:102297206..102298206,0
chr10,102287193,102288193,chr10:102287193..102288193,chr10,102295206,102296206,chr10:102295206..102296206,0
chr10,102671937,102672937,chr10:102671038..102672604,chr10,102820695,102821695,chr10:102820381..102822010,1
chr10,102673937,102674937,chr10:102673937..102674937,chr10,102822695,102823695,chr10:102822695..102823695,0
chr10,102669937,102670937,chr10:102669937..102670937,chr10,102818695,102819695,chr10:102818695..102819695,0
chr10,102671937,102672937,chr10:102671937..102672937,chr10,102822695,102823695,chr10:102822695..102823695,0
chr10,102669937,102670937,chr10:102669937..102670937,chr10,102820695,102821695,chr10:102820695..102821695,0
chr10,102756596,102757596,chr10:102754656..102760548,chr10,102825845,102826845,chr10:102824854..102828308,1
chr10,102758596,102759596,chr10:102758596..102759596,chr10,102827845,102828845,chr10:102827845..102828845,0
chr10,102754596,102755596,chr10:102754596..102755596,chr10,102823845,102824845,chr10:102823845..102824845,0
chr10,102756596,102757596,chr10:102756596..102757596,chr10,102827845,102828845,chr10:102827845..102828845,0
chr10,102754596,102755596,chr10:102754596..102755596,chr10,102825845,102826845,chr10:102825845..102826845,0
chr10,102756661,102757661,chr10:102756471..102759368,chr10,102820519,102821519,chr10:102819047..102822165,1
chr10,102758661,102759661,chr10:102758661..102759661,chr10,102822519,102823519,chr10:102822519..102823519,0
chr10,102754661,102755661,chr10:102754661..102755661,chr10,102818519,102819519,chr10:102818519..102819519,0
chr10,102756661,102757661,chr10:102756661..102757661,chr10,102822519,102823519,chr10:102822519..102823519,0
chr10,102754661,102755661,chr10:102754661..102755661,chr10,102820519,102821519,chr10:102820519..102821519,0
chr10,102821365,102822365,chr10:102821063..102823211,chr10,103577839,103578839,chr10:103576980..103578743,1
chr10,102823365,102824365,chr10:102823365..102824365,chr10,103579839,103580839,chr10:103579839..103580839,0
chr10,102819365,102820365,chr10:102819365..102820365,chr10,103575839,103576839,chr10:103575839..103576839,0
chr10,102821365,102822365,chr10:102821365..102822365,chr10,103579839,103580839,chr10:103579839..103580839,0
chr10,102819365,102820365,chr10:102819365..102820365,chr10,103577839,103578839,chr10:103577839..103578839,0
chr10,103542732,103543732,chr10:103541619..103543550,chr10,103577817,103578817,chr10:103574699..103578699,1
chr10,103544732,103545732,chr10:103544732..103545732,chr10,103579817,103580817,chr10:103579817..103580817,0
chr10,103540732,103541732,chr10:103540732..103541732,chr10,103575817,103576817,chr10:103575817..103576817,0
chr10,103542732,103543732,chr10:103542732..103543732,chr10,103579817,103580817,chr10:103579817..103580817,0
chr10,103540732,103541732,chr10:103540732..103541732,chr10,103577817,103578817,chr10:103577817..103578817,0
chr10,103577622,103578622,chr10:103575812..103578310,chr10,103817672,103818672,chr10:103818006..103819591,1
chr10,103579622,103580622,chr10:103579622..103580622,chr10,103819672,103820672,chr10:103819672..103820672,0
chr10,103575622,103576622,chr10:103575622..103576622,chr10,103815672,103816672,chr10:103815672..103816672,0
chr10,103577622,103578622,chr10:103577622..103578622,chr10,103819672,103820672,chr10:103819672..103820672,0
chr10,103575622,103576622,chr10:103575622..103576622,chr10,103817672,103818672,chr10:103817672..103818672,0
chr10,103577934,103578934,chr10:103576271..103579882,chr10,103892258,103893258,chr10:103891527..103894593,1
chr10,103579934,103580934,chr10:103579934..103580934,chr10,103894258,103895258,chr10:103894258..103895258,0
chr10,103575934,103576934,chr10:103575934..103576934,chr10,103890258,103891258,chr10:103890258..103891258,0
chr10,103577934,103578934,chr10:103577934..103578934,chr10,103894258,103895258,chr10:103894258..103895258,0
chr10,103575934,103576934,chr10:103575934..103576934,chr10,103892258,103893258,chr10:103892258..103893258,0
chr10,103577840,103578840,chr10:103576553..103578745,chr10,103874227,103875227,chr10:103874453..103877006,1
chr10,103579840,103580840,chr10:103579840..103580840,chr10,103876227,103877227,chr10:103876227..103877227,0
chr10,103575840,103576840,chr10:103575840..103576840,chr10,103872227,103873227,chr10:103872227..103873227,0
chr10,103577840,103578840,chr10:103577840..103578840,chr10,103876227,103877227,chr10:103876227..103877227,0
