chr_r1,start_r1,end_r1,name_r1,chr_r2,start_r2,end_r2,name_r2,label
chr1,174970425,174971425,chr1:174970425..174971425,chr6,26034542,26035542,chr6:26034542..26035542,0
chr1,174966425,174967425,chr1:174966425..174967425,chr6,26030542,26031542,chr6:26030542..26031542,0
chr1,174968425,174969425,chr1:174968425..174969425,chr6,26034542,26035542,chr6:26034542..26035542,0
chr1,174966425,174967425,chr1:174966425..174967425,chr6,26032542,26033542,chr6:26032542..26033542,0
chr1,189118591,189119591,chr1:189117659..189120234,chr6,30585103,30586103,chr6:30584654..30587422,1
chr1,189120591,189121591,chr1:189120591..189121591,chr6,30587103,30588103,chr6:30587103..30588103,0
chr1,189116591,189117591,chr1:189116591..189117591,chr6,30583103,30584103,chr6:30583103..30584103,0
chr1,189118591,189119591,chr1:189118591..189119591,chr6,30587103,30588103,chr6:30587103..30588103,0
chr1,189116591,189117591,chr1:189116591..189117591,chr6,30585103,30586103,chr6:30585103..30586103,0
chr1,210546783,210547783,chr1:210546248..210548847,chr6,26026775,26027775,chr6:26026760..26029454,1
chr1,210548783,210549783,chr1:210548783..210549783,chr6,26028775,26029775,chr6:26028775..26029775,0
chr1,210544783,210545783,chr1:210544783..210545783,chr6,26024775,26025775,chr6:26024775..26025775,0
chr1,210546783,210547783,chr1:210546783..210547783,chr6,26028775,26029775,chr6:26028775..26029775,0
chr1,210544783,210545783,chr1:210544783..210545783,chr6,26026775,26027775,chr6:26026775..26027775,0
chr1,226260592,226261592,chr1:226260174..226262494,chr11,65265740,65266740,chr11:65265384..65267097,1
chr1,226262592,226263592,chr1:226262592..226263592,chr11,65267740,65268740,chr11:65267740..65268740,0
chr1,226258592,226259592,chr1:226258592..226259592,chr11,65263740,65264740,chr11:65263740..65264740,0
chr1,226260592,226261592,chr1:226260592..226261592,chr11,65267740,65268740,chr11:65267740..65268740,0
chr1,226258592,226259592,chr1:226258592..226259592,chr11,65265740,65266740,chr11:65265740..65266740,0
chr1,228644087,228645087,chr1:228643588..228645141,chr12,57118190,57119190,chr12:57117771..57120124,1
chr1,228646087,228647087,chr1:228646087..228647087,chr12,57120190,57121190,chr12:57120190..57121190,0
chr1,228642087,228643087,chr1:228642087..228643087,chr12,57116190,57117190,chr12:57116190..57117190,0
chr1,228644087,228645087,chr1:228644087..228645087,chr12,57120190,57121190,chr12:57120190..57121190,0
chr1,228642087,228643087,chr1:228642087..228643087,chr12,57118190,57119190,chr12:57118190..57119190,0
chr1,236444887,236445887,chr1:236443809..236446424,chr12,56511326,56512326,chr12:56511218..56513567,1
chr1,236446887,236447887,chr1:236446887..236447887,chr12,56513326,56514326,chr12:56513326..56514326,0
chr1,236442887,236443887,chr1:236442887..236443887,chr12,56509326,56510326,chr12:56509326..56510326,0
chr1,236444887,236445887,chr1:236444887..236445887,chr12,56513326,56514326,chr12:56513326..56514326,0
chr1,236442887,236443887,chr1:236442887..236443887,chr12,56511326,56512326,chr12:56511326..56512326,0
chr1,244997451,244998451,chr1:244996766..244998804,chr13,92006259,92007259,chr13:92005393..92008126,1
chr1,244999451,245000451,chr1:244999451..245000451,chr13,92008259,92009259,chr13:92008259..92009259,0
chr1,244995451,244996451,chr1:244995451..244996451,chr13,92004259,92005259,chr13:92004259..92005259,0
chr1,244997451,244998451,chr1:244997451..244998451,chr13,92008259,92009259,chr13:92008259..92009259,0
chr1,244995451,244996451,chr1:244995451..244996451,chr13,92006259,92007259,chr13:92006259..92007259,0
chr1,244997462,244998462,chr1:244996948..244998827,chr6,18154783,18155783,chr6:18152906..18155532,1
chr1,244999462,245000462,chr1:244999462..245000462,chr6,18156783,18157783,chr6:18156783..18157783,0
chr1,244995462,244996462,chr1:244995462..244996462,chr6,18152783,18153783,chr6:18152783..18153783,0
chr1,244997462,244998462,chr1:244997462..244998462,chr6,18156783,18157783,chr6:18156783..18157783,0
chr1,244995462,244996462,chr1:244995462..244996462,chr6,18154783,18155783,chr6:18154783..18155783,0
chr1,246729929,246730929,chr1:246729967..246732161,chr22,19158105,19159105,chr22:19156837..19159425,1
chr1,246731929,246732929,chr1:246731929..246732929,chr22,19160105,19161105,chr22:19160105..19161105,0
chr1,246727929,246728929,chr1:246727929..246728929,chr22,19156105,19157105,chr22:19156105..19157105,0
chr1,246729929,246730929,chr1:246729929..246730929,chr22,19160105,19161105,chr22:19160105..19161105,0
chr1,246727929,246728929,chr1:246727929..246728929,chr22,19158105,19159105,chr22:19158105..19159105,0
chr1,247094855,247095855,chr1:247092987..247095907,chr22,39714580,39715580,chr22:39713891..39716269,1
chr1,247096855,247097855,chr1:247096855..247097855,chr22,39716580,39717580,chr22:39716580..39717580,0
chr1,247092855,247093855,chr1:247092855..247093855,chr22,39712580,39713580,chr22:39712580..39713580,0
chr1,247094855,247095855,chr1:247094855..247095855,chr22,39716580,39717580,chr22:39716580..39717580,0
chr1,247092855,247093855,chr1:247092855..247093855,chr22,39714580,39715580,chr22:39714580..39715580,0
chr10,3109281,3110281,chr10:3108646..3111160,chr6,2858338,2859338,chr6:2858202..2860522,1
chr10,3111281,3112281,chr10:3111281..3112281,chr6,2860338,2861338,chr6:2860338..2861338,0
chr10,3107281,3108281,chr10:3107281..3108281,chr6,2856338,2857338,chr6:2856338..2857338,0
chr10,3109281,3110281,chr10:3109281..3110281,chr6,2860338,2861338,chr6:2860338..2861338,0
chr10,3107281,3108281,chr10:3107281..3108281,chr6,2858338,2859338,chr6:2858338..2859338,0
chr10,21814040,21815040,chr10:21813597..21815483,chr6,26031209,26032209,chr6:26030304..26033115,1
chr10,21816040,21817040,chr10:21816040..21817040,chr6,26033209,26034209,chr6:26033209..26034209,0
chr10,21812040,21813040,chr10:21812040..21813040,chr6,26029209,26030209,chr6:26029209..26030209,0
chr10,21814040,21815040,chr10:21814040..21815040,chr6,26033209,26034209,chr6:26033209..26034209,0
chr10,21812040,21813040,chr10:21812040..21813040,chr6,26031209,26032209,chr6:26031209..26032209,0
chr10,43902453,43903453,chr10:43901751..43904156,chr7,26239875,26240875,chr7:26239345..26241405,1
chr10,43904453,43905453,chr10:43904453..43905453,chr7,26241875,26242875,chr7:26241875..26242875,0
chr10,43900453,43901453,chr10:43900453..43901453,chr7,26237875,26238875,chr7:26237875..26238875,0
chr10,43902453,43903453,chr10:43902453..43903453,chr7,26241875,26242875,chr7:26241875..26242875,0
chr10,43900453,43901453,chr10:43900453..43901453,chr7,26239875,26240875,chr7:26239875..26240875,0
chr10,43931484,43932484,chr10:43930452..43932223,chr17,43227135,43228135,chr17:43227607..43229368,1
chr10,43933484,43934484,chr10:43933484..43934484,chr17,43229135,43230135,chr17:43229135..43230135,0
chr10,43929484,43930484,chr10:43929484..43930484,chr17,43225135,43226135,chr17:43225135..43226135,0
chr10,43931484,43932484,chr10:43931484..43932484,chr17,43229135,43230135,chr17:43229135..43230135,0
chr10,43929484,43930484,chr10:43929484..43930484,chr17,43227135,43228135,chr17:43227135..43228135,0
chr10,74032486,74033486,chr10:74031963..74033798,chr5,137800314,137801314,chr5:137799937..137801691,1
chr10,74034486,74035486,chr10:74034486..74035486,chr5,137802314,137803314,chr5:137802314..137803314,0
chr10,74030486,74031486,chr10:74030486..74031486,chr5,137798314,137799314,chr5:137798314..137799314,0
chr10,74032486,74033486,chr10:74032486..74033486,chr5,137802314,137803314,chr5:137802314..137803314,0
chr10,74030486,74031486,chr10:74030486..74031486,chr5,137800314,137801314,chr5:137800314..137801314,0
chr10,75935943,75936943,chr10:75935101..75936956,chr6,43596572,43597572,chr6:43595566..43597966,1
chr10,75937943,75938943,chr10:75937943..75938943,chr6,43598572,43599572,chr6:43598572..43599572,0
chr10,75933943,75934943,chr10:75933943..75934943,chr6,43594572,43595572,chr6:43594572..43595572,0
chr10,75935943,75936943,chr10:75935943..75936943,chr6,43598572,43599572,chr6:43598572..43599572,0
chr10,75933943,75934943,chr10:75933943..75934943,chr6,43596572,43597572,chr6:43596572..43597572,0
chr10,76586012,76587012,chr10:76586419..76588056,chr11,64901567,64902567,chr11:64900862..64902381,1
chr10,76588012,76589012,chr10:76588012..76589012,chr11,64903567,64904567,chr11:64903567..64904567,0
chr10,76584012,76585012,chr10:76584012..76585012,chr11,64899567,64900567,chr11:64899567..64900567,0
chr10,76586012,76587012,chr10:76586012..76587012,chr11,64903567,64904567,chr11:64903567..64904567,0
chr10,76584012,76585012,chr10:76584012..76585012,chr11,64901567,64902567,chr11:64901567..64902567,0
chr10,76870492,76871492,chr10:76868319..76871185,chr17,56756334,56757334,chr17:56756212..56758021,1
chr10,76872492,76873492,chr10:76872492..76873492,chr17,56758334,56759334,chr17:56758334..56759334,0
chr10,76868492,76869492,chr10:76868492..76869492,chr17,56754334,56755334,chr17:56754334..56755334,0
chr10,76870492,76871492,chr10:76870492..76871492,chr17,56758334,56759334,chr17:56758334..56759334,0
chr10,76868492,76869492,chr10:76868492..76869492,chr17,56756334,56757334,chr17:56756334..56757334,0
chr10,88515271,88516271,chr10:88514241..88516319,chr11,65274869,65275869,chr11:65275244..65277055,1
chr10,88517271,88518271,chr10:88517271..88518271,chr11,65276869,65277869,chr11:65276869..65277869,0
chr10,88513271,88514271,chr10:88513271..88514271,chr11,65272869,65273869,chr11:65272869..65273869,0
chr10,88515271,88516271,chr10:88515271..88516271,chr11,65276869,65277869,chr11:65276869..65277869,0
chr10,88513271,88514271,chr10:88513271..88514271,chr11,65274869,65275869,chr11:65274869..65275869,0
chr10,103124139,103125139,chr10:103123106..103126130,chr11,62608263,62609263,chr11:62607631..62610644,1
chr10,103126139,103127139,chr10:103126139..103127139,chr11,62610263,62611263,chr11:62610263..62611263,0
chr10,103122139,103123139,chr10:103122139..103123139,chr11,62606263,62607263,chr11:62606263..62607263,0
chr10,103124139,103125139,chr10:103124139..103125139,chr11,62610263,62611263,chr11:62610263..62611263,0
chr10,103122139,103123139,chr10:103122139..103123139,chr11,62608263,62609263,chr11:62608263..62609263,0
chr10,103124139,103125139,chr10:103123108..103126131,chr17,41444770,41445770,chr17:41443861..41446966,1
chr10,103126139,103127139,chr10:103126139..103127139,chr17,41446770,41447770,chr17:41446770..41447770,0
chr10,103122139,103123139,chr10:103122139..103123139,chr17,41442770,41443770,chr17:41442770..41443770,0
chr10,103124139,103125139,chr10:103124139..103125139,chr17,41446770,41447770,chr17:41446770..41447770,0
chr10,103122139,103123139,chr10:103122139..103123139,chr17,41444770,41445770,chr17:41444770..41445770,0
chr10,103124139,103125139,chr10:103123131..103126127,chr17,41392629,41393629,chr17:41391285..41393489,1
chr10,103126139,103127139,chr10:103126139..103127139,chr17,41394629,41395629,chr17:41394629..41395629,0
chr10,103122139,103123139,chr10:103122139..103123139,chr17,41390629,41391629,chr17:41390629..41391629,0
chr10,103124139,103125139,chr10:103124139..103125139,chr17,41394629,41395629,chr17:41394629..41395629,0
chr10,103122139,103123139,chr10:103122139..103123139,chr17,41392629,41393629,chr17:41392629..41393629,0
chr11,2950130,2951130,chr11:2949908..2952433,chr6,26216463,26217463,chr6:26215728..26218392,1
chr11,2952130,2953130,chr11:2952130..2953130,chr6,26218463,26219463,chr6:26218463..26219463,0
chr11,2948130,2949130,chr11:2948130..2949130,chr6,26214463,26215463,chr6:26214463..26215463,0
chr11,2950130,2951130,chr11:2950130..2951130,chr6,26218463,26219463,chr6:26218463..26219463,0
chr11,2948130,2949130,chr11:2948130..2949130,chr6,26216463,26217463,chr6:26216463..26217463,0
chr11,9405789,9406789,chr11:9406140..9408374,chr6,26027207,26028207,chr6:26027623..26030601,1
chr11,9407789,9408789,chr11:9407789..9408789,chr6,26029207,26030207,chr6:26029207..26030207,0
chr11,9403789,9404789,chr11:9403789..9404789,chr6,26025207,26026207,chr6:26025207..26026207,0
chr11,9405789,9406789,chr11:9405789..9406789,chr6,26029207,26030207,chr6:26029207..26030207,0
chr11,9403789,9404789,chr11:9403789..9404789,chr6,26027207,26028207,chr6:26027207..26028207,0
chr11,17098550,17099550,chr11:17097911..17100657,chr2,192553406,192554406,chr2:192552800..192554540,1
chr11,17100550,17101550,chr11:17100550..17101550,chr2,192555406,192556406,chr2:192555406..192556406,0
chr11,17096550,17097550,chr11:17096550..17097550,chr2,192551406,192552406,chr2:192551406..192552406,0
chr11,17098550,17099550,chr11:17098550..17099550,chr2,192555406,192556406,chr2:192555406..192556406,0
chr11,17096550,17097550,chr11:17096550..17097550,chr2,192553406,192554406,chr2:192553406..192554406,0
chr11,18416944,18417944,chr11:18416584..18419436,chr12,7046680,7047680,chr12:7046184..7047780,1
chr11,18418944,18419944,chr11:18418944..18419944,chr12,7048680,7049680,chr12:7048680..7049680,0
chr11,18414944,18415944,chr11:18414944..18415944,chr12,7044680,7045680,chr12:7044680..7045680,0
chr11,18416944,18417944,chr11:18416944..18417944,chr12,7048680,7049680,chr12:7048680..7049680,0
chr11,18414944,18415944,chr11:18414944..18415944,chr12,7046680,7047680,chr12:7046680..7047680,0
chr11,18655660,18656660,chr11:18654961..18657619,chr8,56986118,56987118,chr8:56985621..56988332,1
chr11,18657660,18658660,chr11:18657660..18658660,chr8,56988118,56989118,chr8:56988118..56989118,0
chr11,18653660,18654660,chr11:18653660..18654660,chr8,56984118,56985118,chr8:56984118..56985118,0
chr11,18655660,18656660,chr11:18655660..18656660,chr8,56988118,56989118,chr8:56988118..56989118,0
chr11,18653660,18654660,chr11:18653660..18654660,chr8,56986118,56987118,chr8:56986118..56987118,0
chr11,47184262,47185262,chr11:47184473..47185977,chr6,26124117,26125117,chr6:26123417..26125817,1
chr11,47186262,47187262,chr11:47186262..47187262,chr6,26126117,26127117,chr6:26126117..26127117,0
chr11,47182262,47183262,chr11:47182262..47183262,chr6,26122117,26123117,chr6:26122117..26123117,0
chr11,47184262,47185262,chr11:47184262..47185262,chr6,26126117,26127117,chr6:26126117..26127117,0
chr11,47182262,47183262,chr11:47182262..47183262,chr6,26124117,26125117,chr6:26124117..26125117,0
chr11,62359238,62360238,chr11:62359162..62361796,chr6,30584597,30585597,chr6:30583818..30586376,1
chr11,62361238,62362238,chr11:62361238..62362238,chr6,30586597,30587597,chr6:30586597..30587597,0
chr11,62357238,62358238,chr11:62357238..62358238,chr6,30582597,30583597,chr6:30582597..30583597,0
chr11,62359238,62360238,chr11:62359238..62360238,chr6,30586597,30587597,chr6:30586597..30587597,0
chr11,62357238,62358238,chr11:62357238..62358238,chr6,30584597,30585597,chr6:30584597..30585597,0
chr11,62572488,62573488,chr11:62571830..62574264,chr17,56736008,56737008,chr17:56735013..56737534,1
chr11,62574488,62575488,chr11:62574488..62575488,chr17,56738008,56739008,chr17:56738008..56739008,0
chr11,62570488,62571488,chr11:62570488..62571488,chr17,56734008,56735008,chr17:56734008..56735008,0
chr11,62572488,62573488,chr11:62572488..62573488,chr17,56738008,56739008,chr17:56738008..56739008,0
chr11,62570488,62571488,chr11:62570488..62571488,chr17,56736008,56737008,chr17:56736008..56737008,0
chr11,62608058,62609058,chr11:62607382..62609203,chr16,2954267,2955267,chr16:2953385..2955722,1
chr11,62610058,62611058,chr11:62610058..62611058,chr16,2956267,2957267,chr16:2956267..2957267,0
chr11,62606058,62607058,chr11:62606058..62607058,chr16,2952267,2953267,chr16:2952267..2953267,0
chr11,62608058,62609058,chr11:62608058..62609058,chr16,2956267,2957267,chr16:2956267..2957267,0
chr11,62606058,62607058,chr11:62606058..62607058,chr16,2954267,2955267,chr16:2954267..2955267,0
chr11,62608263,62609263,chr11:62607517..62610391,chr6,44224146,44225146,chr6:44222341..44224754,1
chr11,62610263,62611263,chr11:62610263..62611263,chr6,44226146,44227146,chr6:44226146..44227146,0
chr11,62606263,62607263,chr11:62606263..62607263,chr6,44222146,44223146,chr6:44222146..44223146,0
chr11,62608263,62609263,chr11:62608263..62609263,chr6,44226146,44227146,chr6:44226146..44227146,0
chr11,62606263,62607263,chr11:62606263..62607263,chr6,44224146,44225146,chr6:44224146..44225146,0
chr11,62608263,62609263,chr11:62607617..62610723,chr17,41393095,41394095,chr17:41390879..41396383,1
chr11,62610263,62611263,chr11:62610263..62611263,chr17,41395095,41396095,chr17:41395095..41396095,0
chr11,62606263,62607263,chr11:62606263..62607263,chr17,41391095,41392095,chr17:41391095..41392095,0
chr11,62608263,62609263,chr11:62608263..62609263,chr17,41395095,41396095,chr17:41395095..41396095,0
chr11,62606263,62607263,chr11:62606263..62607263,chr17,41393095,41394095,chr17:41393095..41394095,0
chr11,62608263,62609263,chr11:62607620..62610617,chr17,80605759,80606759,chr17:80605725..80607245,1
chr11,62610263,62611263,chr11:62610263..62611263,chr17,80607759,80608759,chr17:80607759..80608759,0
chr11,62606263,62607263,chr11:62606263..62607263,chr17,80603759,80604759,chr17:80603759..80604759,0
chr11,62608263,62609263,chr11:62608263..62609263,chr17,80607759,80608759,chr17:80607759..80608759,0
chr11,62606263,62607263,chr11:62606263..62607263,chr17,80605759,80606759,chr17:80605759..80606759,0
chr11,62608263,62609263,chr11:62607620..62610716,chr17,41444770,41445770,chr17:41443501..41447221,1
chr11,62610263,62611263,chr11:62610263..62611263,chr17,41446770,41447770,chr17:41446770..41447770,0
chr11,62606263,62607263,chr11:62606263..62607263,chr17,41442770,41443770,chr17:41442770..41443770,0
chr11,62608263,62609263,chr11:62608263..62609263,chr17,41446770,41447770,chr17:41446770..41447770,0
chr11,62606263,62607263,chr11:62606263..62607263,chr17,41444770,41445770,chr17:41444770..41445770,0
chr11,62608263,62609263,chr11:62607696..62610617,chr14,64970968,64971968,chr14:64970708..64972228,1
chr11,62610263,62611263,chr11:62610263..62611263,chr14,64972968,64973968,chr14:64972968..64973968,0
chr11,62606263,62607263,chr11:62606263..62607263,chr14,64968968,64969968,chr14:64968968..64969968,0
chr11,62608263,62609263,chr11:62608263..62609263,chr14,64972968,64973968,chr14:64972968..64973968,0
chr11,62606263,62607263,chr11:62606263..62607263,chr14,64970968,64971968,chr14:64970968..64971968,0
chr11,62608363,62609363,chr11:62608113..62610702,chr5,137803735,137804735,chr5:137803367..137805104,1
chr11,62610363,62611363,chr11:62610363..62611363,chr5,137805735,137806735,chr5:137805735..137806735,0
chr11,62606363,62607363,chr11:62606363..62607363,chr5,137801735,137802735,chr5:137801735..137802735,0
chr11,62608363,62609363,chr11:62608363..62609363,chr5,137805735,137806735,chr5:137805735..137806735,0
chr11,62606363,62607363,chr11:62606363..62607363,chr5,137803735,137804735,chr5:137803735..137804735,0
chr11,62608781,62609781,chr11:62608950..62610617,chr16,28857282,28858282,chr16:28856854..28859186,1
chr11,62610781,62611781,chr11:62610781..62611781,chr16,28859282,28860282,chr16:28859282..28860282,0
chr11,62606781,62607781,chr11:62606781..62607781,chr16,28855282,28856282,chr16:28855282..28856282,0
chr11,62608781,62609781,chr11:62608781..62609781,chr16,28859282,28860282,chr16:28859282..28860282,0
chr11,62606781,62607781,chr11:62606781..62607781,chr16,28857282,28858282,chr16:28857282..28858282,0
chr11,62608865,62609865,chr11:62609117..62610641,chr21,47705855,47706855,chr21:47705888..47707408,1
chr11,62610865,62611865,chr11:62610865..62611865,chr21,47707855,47708855,chr21:47707855..47708855,0
chr11,62606865,62607865,chr11:62606865..62607865,chr21,47703855,47704855,chr21:47703855..47704855,0
chr11,62608865,62609865,chr11:62608865..62609865,chr21,47707855,47708855,chr21:47707855..47708855,0
chr11,62606865,62607865,chr11:62606865..62607865,chr21,47705855,47706855,chr21:47705855..47706855,0
chr11,62619318,62620318,chr11:62618290..62621196,chr4,99850169,99851169,chr4:99849951..99851477,1
chr11,62621318,62622318,chr11:62621318..62622318,chr4,99852169,99853169,chr4:99852169..99853169,0
chr11,62617318,62618318,chr11:62617318..62618318,chr4,99848169,99849169,chr4:99848169..99849169,0
chr11,62619318,62620318,chr11:62619318..62620318,chr4,99852169,99853169,chr4:99852169..99853169,0
chr11,62617318,62618318,chr11:62617318..62618318,chr4,99850169,99851169,chr4:99850169..99851169,0
chr11,62656792,62657792,chr11:62656488..62658852,chr15,50645746,50646746,chr15:50644202..50647028,1
chr11,62658792,62659792,chr11:62658792..62659792,chr15,50647746,50648746,chr15:50647746..50648746,0
chr11,62654792,62655792,chr11:62654792..62655792,chr15,50643746,50644746,chr15:50643746..50644746,0
chr11,62656792,62657792,chr11:62656792..62657792,chr15,50647746,50648746,chr15:50647746..50648746,0
chr11,62654792,62655792,chr11:62654792..62655792,chr15,50645746,50646746,chr15:50645746..50646746,0
chr11,63973391,63974391,chr11:63971711..63974539,chr6,27105810,27106810,chr6:27104443..27106692,1
chr11,63975391,63976391,chr11:63975391..63976391,chr6,27107810,27108810,chr6:27107810..27108810,0
chr11,63971391,63972391,chr11:63971391..63972391,chr6,27103810,27104810,chr6:27103810..27104810,0
chr11,63973391,63974391,chr11:63973391..63974391,chr6,27107810,27108810,chr6:27107810..27108810,0
chr11,63971391,63972391,chr11:63971391..63972391,chr6,27105810,27106810,chr6:27105810..27106810,0
chr11,64008873,64009873,chr11:64008452..64010897,chr17,56405759,56406759,chr17:56404287..56407137,1
chr11,64010873,64011873,chr11:64010873..64011873,chr17,56407759,56408759,chr17:56407759..56408759,0
chr11,64006873,64007873,chr11:64006873..64007873,chr17,56403759,56404759,chr17:56403759..56404759,0
chr11,64008873,64009873,chr11:64008873..64009873,chr17,56407759,56408759,chr17:56407759..56408759,0
chr11,64006873,64007873,chr11:64006873..64007873,chr17,56405759,56406759,chr17:56405759..56406759,0
chr11,64071776,64072776,chr11:64070461..64072737,chr2,174828765,174829765,chr2:174827568..174830464,1
chr11,64073776,64074776,chr11:64073776..64074776,chr2,174830765,174831765,chr2:174830765..174831765,0
chr11,64069776,64070776,chr11:64069776..64070776,chr2,174826765,174827765,chr2:174826765..174827765,0
chr11,64071776,64072776,chr11:64071776..64072776,chr2,174830765,174831765,chr2:174830765..174831765,0
chr11,64069776,64070776,chr11:64069776..64070776,chr2,174828765,174829765,chr2:174828765..174829765,0
chr11,65189073,65190073,chr11:65188577..65190463,chr22,21355429,21356429,chr22:21354686..21357172,1
chr11,65191073,65192073,chr11:65191073..65192073,chr22,21357429,21358429,chr22:21357429..21358429,0
chr11,65187073,65188073,chr11:65187073..65188073,chr22,21353429,21354429,chr22:21353429..21354429,0
chr11,65189073,65190073,chr11:65189073..65190073,chr22,21357429,21358429,chr22:21357429..21358429,0
chr11,65187073,65188073,chr11:65187073..65188073,chr22,21355429,21356429,chr22:21355429..21356429,0
chr11,65189255,65190255,chr11:65189745..65191975,chr6,26031800,26032800,chr6:26031207..26033394,1
chr11,65191255,65192255,chr11:65191255..65192255,chr6,26033800,26034800,chr6:26033800..26034800,0
chr11,65187255,65188255,chr11:65187255..65188255,chr6,26029800,26030800,chr6:26029800..26030800,0
chr11,65189255,65190255,chr11:65189255..65190255,chr6,26033800,26034800,chr6:26033800..26034800,0
chr11,65187255,65188255,chr11:65187255..65188255,chr6,26031800,26032800,chr6:26031800..26032800,0
chr11,65190763,65191763,chr11:65190192..65192335,chr13,92000639,92001639,chr13:91999791..92002488,1
chr11,65192763,65193763,chr11:65192763..65193763,chr13,92002639,92003639,chr13:92002639..92003639,0
chr11,65188763,65189763,chr11:65188763..65189763,chr13,91998639,91999639,chr13:91998639..91999639,0
chr11,65190763,65191763,chr11:65190763..65191763,chr13,92002639,92003639,chr13:92002639..92003639,0
chr11,65188763,65189763,chr11:65188763..65189763,chr13,92000639,92001639,chr13:92000639..92001639,0
chr11,65191189,65192189,chr11:65190482..65192896,chr21,47740780,47741780,chr21:47740490..47743201,1
chr11,65193189,65194189,chr11:65193189..65194189,chr21,47742780,47743780,chr21:47742780..47743780,0
chr11,65189189,65190189,chr11:65189189..65190189,chr21,47738780,47739780,chr21:47738780..47739780,0
chr11,65191189,65192189,chr11:65191189..65192189,chr21,47742780,47743780,chr21:47742780..47743780,0
chr11,65189189,65190189,chr11:65189189..65190189,chr21,47740780,47741780,chr21:47740780..47741780,0
chr11,65191643,65192643,chr11:65191040..65193247,chr5,137799561,137800561,chr5:137799179..137800938,1
chr11,65193643,65194643,chr11:65193643..65194643,chr5,137801561,137802561,chr5:137801561..137802561,0
chr11,65189643,65190643,chr11:65189643..65190643,chr5,137797561,137798561,chr5:137797561..137798561,0
chr11,65191643,65192643,chr11:65191643..65192643,chr5,137801561,137802561,chr5:137801561..137802561,0
chr11,65189643,65190643,chr11:65189643..65190643,chr5,137799561,137800561,chr5:137799561..137800561,0
chr11,65192238,65193238,chr11:65191283..65194193,chr12,56510567,56511567,chr12:56509398..56512055,1
chr11,65194238,65195238,chr11:65194238..65195238,chr12,56512567,56513567,chr12:56512567..56513567,0
chr11,65190238,65191238,chr11:65190238..65191238,chr12,56508567,56509567,chr12:56508567..56509567,0
chr11,65192238,65193238,chr11:65192238..65193238,chr12,56512567,56513567,chr12:56512567..56513567,0
chr11,65190238,65191238,chr11:65190238..65191238,chr12,56510567,56511567,chr12:56510567..56511567,0
chr11,65192933,65193933,chr11:65192601..65194266,chr17,47072253,47073253,chr17:47070614..47073487,1
chr11,65194933,65195933,chr11:65194933..65195933,chr17,47074253,47075253,chr17:47074253..47075253,0
chr11,65190933,65191933,chr11:65190933..65191933,chr17,47070253,47071253,chr17:47070253..47071253,0
chr11,65192933,65193933,chr11:65192933..65193933,chr17,47074253,47075253,chr17:47074253..47075253,0
chr11,65190933,65191933,chr11:65190933..65191933,chr17,47072253,47073253,chr17:47072253..47073253,0
chr11,65194014,65195014,chr11:65193125..65195904,chr6,26021031,26022031,chr6:26019667..26021625,1
chr11,65196014,65197014,chr11:65196014..65197014,chr6,26023031,26024031,chr6:26023031..26024031,0
chr11,65192014,65193014,chr11:65192014..65193014,chr6,26019031,26020031,chr6:26019031..26020031,0
chr11,65194014,65195014,chr11:65194014..65195014,chr6,26023031,26024031,chr6:26023031..26024031,0
chr11,65192014,65193014,chr11:65192014..65193014,chr6,26021031,26022031,chr6:26021031..26022031,0
chr11,65193919,65194919,chr11:65193280..65195558,chr6,27103752,27104752,chr6:27102122..27104681,1
chr11,65195919,65196919,chr11:65195919..65196919,chr6,27105752,27106752,chr6:27105752..27106752,0
chr11,65191919,65192919,chr11:65191919..65192919,chr6,27101752,27102752,chr6:27101752..27102752,0
chr11,65193919,65194919,chr11:65193919..65194919,chr6,27105752,27106752,chr6:27105752..27106752,0
chr11,65191919,65192919,chr11:65191919..65192919,chr6,27103752,27104752,chr6:27103752..27104752,0
chr11,65194378,65195378,chr11:65193724..65196032,chr17,79824130,79825130,chr17:79823722..79825538,1
chr11,65196378,65197378,chr11:65196378..65197378,chr17,79826130,79827130,chr17:79826130..79827130,0
chr11,65192378,65193378,chr11:65192378..65193378,chr17,79822130,79823130,chr17:79822130..79823130,0
chr11,65194378,65195378,chr11:65194378..65195378,chr17,79826130,79827130,chr17:79826130..79827130,0
chr11,65192378,65193378,chr11:65192378..65193378,chr17,79824130,79825130,chr17:79824130..79825130,0
chr11,65195180,65196180,chr11:65194222..65197139,chr5,137804381,137805381,chr5:137803529..137806234,1
chr11,65197180,65198180,chr11:65197180..65198180,chr5,137806381,137807381,chr5:137806381..137807381,0
chr11,65193180,65194180,chr11:65193180..65194180,chr5,137802381,137803381,chr5:137802381..137803381,0
chr11,65195180,65196180,chr11:65195180..65196180,chr5,137806381,137807381,chr5:137806381..137807381,0
chr11,65193180,65194180,chr11:65193180..65194180,chr5,137804381,137805381,chr5:137804381..137805381,0
chr11,65194903,65195903,chr11:65194237..65196569,chr7,26239940,26240940,chr7:26239584..26241297,1
chr11,65196903,65197903,chr11:65196903..65197903,chr7,26241940,26242940,chr7:26241940..26242940,0
chr11,65192903,65193903,chr11:65192903..65193903,chr7,26237940,26238940,chr7:26237940..26238940,0
chr11,65194903,65195903,chr11:65194903..65195903,chr7,26241940,26242940,chr7:26241940..26242940,0
chr11,65192903,65193903,chr11:65192903..65193903,chr7,26239940,26240940,chr7:26239940..26240940,0
