chr_r1,start_r1,end_r1,name_r1,chr_r2,start_r2,end_r2,name_r2,label
chr1,145474426,145475426,chr1:145474426..145475426,chr1,155901714,155902714,chr1:155901714..155902714,0
chr1,145476426,145477426,chr1:145476426..145477426,chr1,155905714,155906714,chr1:155905714..155906714,0
chr1,145474426,145475426,chr1:145474426..145475426,chr1,155903714,155904714,chr1:155903714..155904714,0
chr1,145542251,145543251,chr1:145542239..145543081,chr1,210546328,210547328,chr1:210546445..210547211,1
chr1,145544251,145545251,chr1:145544251..145545251,chr1,210548328,210549328,chr1:210548328..210549328,0
chr1,145540251,145541251,chr1:145540251..145541251,chr1,210544328,210545328,chr1:210544328..210545328,0
chr1,145542251,145543251,chr1:145542251..145543251,chr1,210548328,210549328,chr1:210548328..210549328,0
chr1,145540251,145541251,chr1:145540251..145541251,chr1,210546328,210547328,chr1:210546328..210547328,0
chr1,145574867,145575867,chr1:145575055..145575909,chr1,153935685,153936685,chr1:153935904..153936467,1
chr1,145576867,145577867,chr1:145576867..145577867,chr1,153937685,153938685,chr1:153937685..153938685,0
chr1,145572867,145573867,chr1:145572867..145573867,chr1,153933685,153934685,chr1:153933685..153934685,0
chr1,145574867,145575867,chr1:145574867..145575867,chr1,153937685,153938685,chr1:153937685..153938685,0
chr1,145572867,145573867,chr1:145572867..145573867,chr1,153935685,153936685,chr1:153935685..153936685,0
chr1,145826344,145827344,chr1:145826584..145827105,chr1,147399907,147400907,chr1:147400141..147400651,1
chr1,145828344,145829344,chr1:145828344..145829344,chr1,147401907,147402907,chr1:147401907..147402907,0
chr1,145824344,145825344,chr1:145824344..145825344,chr1,147397907,147398907,chr1:147397907..147398907,0
chr1,145826344,145827344,chr1:145826344..145827344,chr1,147401907,147402907,chr1:147401907..147402907,0
chr1,145824344,145825344,chr1:145824344..145825344,chr1,147399907,147400907,chr1:147399907..147400907,0
chr1,146555434,146556434,chr1:146555489..146556304,chr1,156697794,156698794,chr1:156697880..156698708,1
chr1,146557434,146558434,chr1:146557434..146558434,chr1,156699794,156700794,chr1:156699794..156700794,0
chr1,146553434,146554434,chr1:146553434..146554434,chr1,156695794,156696794,chr1:156695794..156696794,0
chr1,146555434,146556434,chr1:146555434..146556434,chr1,156699794,156700794,chr1:156699794..156700794,0
chr1,146553434,146554434,chr1:146553434..146554434,chr1,156697794,156698794,chr1:156697794..156698794,0
chr1,146555717,146556717,chr1:146555707..146556728,chr1,149223453,149224453,chr1:149223383..149224524,1
chr1,146557717,146558717,chr1:146557717..146558717,chr1,149225453,149226453,chr1:149225453..149226453,0
chr1,146553717,146554717,chr1:146553717..146554717,chr1,149221453,149222453,chr1:149221453..149222453,0
chr1,146555717,146556717,chr1:146555717..146556717,chr1,149225453,149226453,chr1:149225453..149226453,0
chr1,146553717,146554717,chr1:146553717..146554717,chr1,149223453,149224453,chr1:149223453..149224453,0
chr1,146555633,146556633,chr1:146555804..146556462,chr1,228327565,228328565,chr1:228327615..228328285,1
chr1,146557633,146558633,chr1:146557633..146558633,chr1,228329565,228330565,chr1:228329565..228330565,0
chr1,146553633,146554633,chr1:146553633..146554633,chr1,228325565,228326565,chr1:228325565..228326565,0
chr1,146555633,146556633,chr1:146555633..146556633,chr1,228329565,228330565,chr1:228329565..228330565,0
chr1,146553633,146554633,chr1:146553633..146554633,chr1,228327565,228328565,chr1:228327565..228328565,0
chr1,146555832,146556832,chr1:146555982..146556682,chr1,146643879,146644879,chr1:146644129..146644630,1
chr1,146557832,146558832,chr1:146557832..146558832,chr1,146645879,146646879,chr1:146645879..146646879,0
chr1,146553832,146554832,chr1:146553832..146554832,chr1,146641879,146642879,chr1:146641879..146642879,0
chr1,146555832,146556832,chr1:146555832..146556832,chr1,146645879,146646879,chr1:146645879..146646879,0
chr1,146553832,146554832,chr1:146553832..146554832,chr1,146643879,146644879,chr1:146643879..146644879,0
chr1,146555798,146556798,chr1:146556000..146556597,chr1,149224301,149225301,chr1:149224593..149225521,1
chr1,146557798,146558798,chr1:146557798..146558798,chr1,149226301,149227301,chr1:149226301..149227301,0
chr1,146553798,146554798,chr1:146553798..146554798,chr1,149222301,149223301,chr1:149222301..149223301,0
chr1,146555798,146556798,chr1:146555798..146556798,chr1,149226301,149227301,chr1:149226301..149227301,0
chr1,146553798,146554798,chr1:146553798..146554798,chr1,149224301,149225301,chr1:149224301..149225301,0
chr1,146555821,146556821,chr1:146556050..146556593,chr1,226250101,226251101,chr1:226250242..226250960,1
chr1,146557821,146558821,chr1:146557821..146558821,chr1,226252101,226253101,chr1:226252101..226253101,0
chr1,146553821,146554821,chr1:146553821..146554821,chr1,226248101,226249101,chr1:226248101..226249101,0
chr1,146555821,146556821,chr1:146555821..146556821,chr1,226252101,226253101,chr1:226252101..226253101,0
chr1,146553821,146554821,chr1:146553821..146554821,chr1,226250101,226251101,chr1:226250101..226251101,0
chr1,146643790,146644790,chr1:146643827..146644749,chr1,210546858,210547858,chr1:210546864..210547853,1
chr1,146645790,146646790,chr1:146645790..146646790,chr1,210548858,210549858,chr1:210548858..210549858,0
chr1,146641790,146642790,chr1:146641790..146642790,chr1,210544858,210545858,chr1:210544858..210545858,0
chr1,146643790,146644790,chr1:146643790..146644790,chr1,210548858,210549858,chr1:210548858..210549858,0
chr1,146641790,146642790,chr1:146641790..146642790,chr1,210546858,210547858,chr1:210546858..210547858,0
chr1,146713703,146714703,chr1:146713889..146714482,chr1,207494575,207495575,chr1:207494791..207495360,1
chr1,146715703,146716703,chr1:146715703..146716703,chr1,207496575,207497575,chr1:207496575..207497575,0
chr1,146711703,146712703,chr1:146711703..146712703,chr1,207492575,207493575,chr1:207492575..207493575,0
chr1,146713703,146714703,chr1:146713703..146714703,chr1,207496575,207497575,chr1:207496575..207497575,0
chr1,146711703,146712703,chr1:146711703..146712703,chr1,207494575,207495575,chr1:207494575..207495575,0
chr1,147735513,147736513,chr1:147735476..147736550,chr1,147806221,147807221,chr1:147806044..147807398,1
chr1,147737513,147738513,chr1:147737513..147738513,chr1,147808221,147809221,chr1:147808221..147809221,0
chr1,147733513,147734513,chr1:147733513..147734513,chr1,147804221,147805221,chr1:147804221..147805221,0
chr1,147735513,147736513,chr1:147735513..147736513,chr1,147808221,147809221,chr1:147808221..147809221,0
chr1,147733513,147734513,chr1:147733513..147734513,chr1,147806221,147807221,chr1:147806221..147807221,0
chr1,147805922,147806922,chr1:147806003..147806841,chr1,159894569,159895569,chr1:159894607..159895531,1
chr1,147807922,147808922,chr1:147807922..147808922,chr1,159896569,159897569,chr1:159896569..159897569,0
chr1,147803922,147804922,chr1:147803922..147804922,chr1,159892569,159893569,chr1:159892569..159893569,0
chr1,147805922,147806922,chr1:147805922..147806922,chr1,159896569,159897569,chr1:159896569..159897569,0
chr1,147803922,147804922,chr1:147803922..147804922,chr1,159894569,159895569,chr1:159894569..159895569,0
chr1,147805868,147806868,chr1:147806085..147806651,chr1,165599832,165600832,chr1:165599915..165600758,1
chr1,147807868,147808868,chr1:147807868..147808868,chr1,165601832,165602832,chr1:165601832..165602832,0
chr1,147803868,147804868,chr1:147803868..147804868,chr1,165597832,165598832,chr1:165597832..165598832,0
chr1,147805868,147806868,chr1:147805868..147806868,chr1,165601832,165602832,chr1:165601832..165602832,0
chr1,147803868,147804868,chr1:147803868..147804868,chr1,165599832,165600832,chr1:165599832..165600832,0
chr1,147806352,147807352,chr1:147806355..147807349,chr1,205781996,205782996,chr1:205782061..205782932,1
chr1,147808352,147809352,chr1:147808352..147809352,chr1,205783996,205784996,chr1:205783996..205784996,0
chr1,147804352,147805352,chr1:147804352..147805352,chr1,205779996,205780996,chr1:205779996..205780996,0
chr1,147806352,147807352,chr1:147806352..147807352,chr1,205783996,205784996,chr1:205783996..205784996,0
chr1,147804352,147805352,chr1:147804352..147805352,chr1,205781996,205782996,chr1:205781996..205782996,0
chr1,147806119,147807119,chr1:147806358..147806880,chr1,226297883,226298883,chr1:226298079..226298941,1
chr1,147808119,147809119,chr1:147808119..147809119,chr1,226299883,226300883,chr1:226299883..226300883,0
chr1,147804119,147805119,chr1:147804119..147805119,chr1,226295883,226296883,chr1:226295883..226296883,0
chr1,147806119,147807119,chr1:147806119..147807119,chr1,226299883,226300883,chr1:226299883..226300883,0
chr1,147804119,147805119,chr1:147804119..147805119,chr1,226297883,226298883,chr1:226297883..226298883,0
chr1,148240823,148241823,chr1:148241054..148241592,chr1,245134316,245135316,chr1:245134461..245135289,1
chr1,148242823,148243823,chr1:148242823..148243823,chr1,245136316,245137316,chr1:245136316..245137316,0
chr1,148238823,148239823,chr1:148238823..148239823,chr1,245132316,245133316,chr1:245132316..245133316,0
chr1,148240823,148241823,chr1:148240823..148241823,chr1,245136316,245137316,chr1:245136316..245137316,0
chr1,148238823,148239823,chr1:148238823..148239823,chr1,245134316,245135316,chr1:245134316..245135316,0
chr1,148241079,148242079,chr1:148241086..148242072,chr1,151964175,151965175,chr1:151964392..151964959,1
chr1,148243079,148244079,chr1:148243079..148244079,chr1,151966175,151967175,chr1:151966175..151967175,0
chr1,148239079,148240079,chr1:148239079..148240079,chr1,151962175,151963175,chr1:151962175..151963175,0
chr1,148241079,148242079,chr1:148241079..148242079,chr1,151966175,151967175,chr1:151966175..151967175,0
chr1,148239079,148240079,chr1:148239079..148240079,chr1,151964175,151965175,chr1:151964175..151965175,0
chr1,148241096,148242096,chr1:148241110..148242082,chr1,155196987,155197987,chr1:155197046..155197929,1
chr1,148243096,148244096,chr1:148243096..148244096,chr1,155198987,155199987,chr1:155198987..155199987,0
chr1,148239096,148240096,chr1:148239096..148240096,chr1,155194987,155195987,chr1:155194987..155195987,0
chr1,148241096,148242096,chr1:148241096..148242096,chr1,155198987,155199987,chr1:155198987..155199987,0
chr1,148239096,148240096,chr1:148239096..148240096,chr1,155196987,155197987,chr1:155196987..155197987,0
chr1,148241154,148242154,chr1:148241277..148242031,chr1,173836484,173837484,chr1:173836647..173837322,1
chr1,148243154,148244154,chr1:148243154..148244154,chr1,173838484,173839484,chr1:173838484..173839484,0
chr1,148239154,148240154,chr1:148239154..148240154,chr1,173834484,173835484,chr1:173834484..173835484,0
chr1,148241154,148242154,chr1:148241154..148242154,chr1,173838484,173839484,chr1:173838484..173839484,0
chr1,148239154,148240154,chr1:148239154..148240154,chr1,173836484,173837484,chr1:173836484..173837484,0
chr1,148241352,148242352,chr1:148241594..148242110,chr1,201475470,201476470,chr1:201475575..201476366,1
chr1,148243352,148244352,chr1:148243352..148244352,chr1,201477470,201478470,chr1:201477470..201478470,0
chr1,148239352,148240352,chr1:148239352..148240352,chr1,201473470,201474470,chr1:201473470..201474470,0
chr1,148241352,148242352,chr1:148241352..148242352,chr1,201477470,201478470,chr1:201477470..201478470,0
chr1,148239352,148240352,chr1:148239352..148240352,chr1,201475470,201476470,chr1:201475470..201476470,0
chr1,149223052,149224052,chr1:149223300..149223804,chr1,212208620,212209620,chr1:212208784..212209456,1
chr1,149225052,149226052,chr1:149225052..149226052,chr1,212210620,212211620,chr1:212210620..212211620,0
chr1,149221052,149222052,chr1:149221052..149222052,chr1,212206620,212207620,chr1:212206620..212207620,0
chr1,149223052,149224052,chr1:149223052..149224052,chr1,212210620,212211620,chr1:212210620..212211620,0
chr1,149221052,149222052,chr1:149221052..149222052,chr1,212208620,212209620,chr1:212208620..212209620,0
chr1,149223211,149224211,chr1:149223330..149224093,chr1,160232050,160233050,chr1:160232237..160232864,1
chr1,149225211,149226211,chr1:149225211..149226211,chr1,160234050,160235050,chr1:160234050..160235050,0
chr1,149221211,149222211,chr1:149221211..149222211,chr1,160230050,160231050,chr1:160230050..160231050,0
chr1,149223211,149224211,chr1:149223211..149224211,chr1,160234050,160235050,chr1:160234050..160235050,0
chr1,149221211,149222211,chr1:149221211..149222211,chr1,160232050,160233050,chr1:160232050..160233050,0
chr1,149223345,149224345,chr1:149223394..149224297,chr1,167189434,167190434,chr1:167189653..167190215,1
chr1,149225345,149226345,chr1:149225345..149226345,chr1,167191434,167192434,chr1:167191434..167192434,0
chr1,149221345,149222345,chr1:149221345..149222345,chr1,167187434,167188434,chr1:167187434..167188434,0
chr1,149223345,149224345,chr1:149223345..149224345,chr1,167191434,167192434,chr1:167191434..167192434,0
chr1,149221345,149222345,chr1:149221345..149222345,chr1,167189434,167190434,chr1:167189434..167190434,0
chr1,149223360,149224360,chr1:149223416..149224304,chr1,186344082,186345082,chr1:186344129..186345036,1
chr1,149225360,149226360,chr1:149225360..149226360,chr1,186346082,186347082,chr1:186346082..186347082,0
chr1,149221360,149222360,chr1:149221360..149222360,chr1,186342082,186343082,chr1:186342082..186343082,0
chr1,149223360,149224360,chr1:149223360..149224360,chr1,186346082,186347082,chr1:186346082..186347082,0
chr1,149221360,149222360,chr1:149221360..149222360,chr1,186344082,186345082,chr1:186344082..186345082,0
chr1,149223717,149224717,chr1:149223809..149224626,chr1,244815333,244816333,chr1:244815568..244816358,1
chr1,149225717,149226717,chr1:149225717..149226717,chr1,244817333,244818333,chr1:244817333..244818333,0
chr1,149221717,149222717,chr1:149221717..149222717,chr1,244813333,244814333,chr1:244813333..244814333,0
chr1,149223717,149224717,chr1:149223717..149224717,chr1,244817333,244818333,chr1:244817333..244818333,0
chr1,149221717,149222717,chr1:149221717..149222717,chr1,244815333,244816333,chr1:244815333..244816333,0
chr1,149223678,149224678,chr1:149223822..149224535,chr1,152008871,152009871,chr1:152008871..152009871,1
chr1,149225678,149226678,chr1:149225678..149226678,chr1,152010871,152011871,chr1:152010871..152011871,0
chr1,149221678,149222678,chr1:149221678..149222678,chr1,152006871,152007871,chr1:152006871..152007871,0
chr1,149223678,149224678,chr1:149223678..149224678,chr1,152010871,152011871,chr1:152010871..152011871,0
chr1,149221678,149222678,chr1:149221678..149222678,chr1,152008871,152009871,chr1:152008871..152009871,0
chr1,149223657,149224657,chr1:149223904..149224411,chr1,160231291,160232291,chr1:160231523..160232059,1
chr1,149225657,149226657,chr1:149225657..149226657,chr1,160233291,160234291,chr1:160233291..160234291,0
chr1,149221657,149222657,chr1:149221657..149222657,chr1,160229291,160230291,chr1:160229291..160230291,0
chr1,149223657,149224657,chr1:149223657..149224657,chr1,160233291,160234291,chr1:160233291..160234291,0
chr1,149221657,149222657,chr1:149221657..149222657,chr1,160231291,160232291,chr1:160231291..160232291,0
chr1,149857255,149858255,chr1:149857470..149858040,chr1,222816884,222817884,chr1:222817029..222817740,1
chr1,149859255,149860255,chr1:149859255..149860255,chr1,222818884,222819884,chr1:222818884..222819884,0
chr1,149855255,149856255,chr1:149855255..149856255,chr1,222814884,222815884,chr1:222814884..222815884,0
chr1,149857255,149858255,chr1:149857255..149858255,chr1,222818884,222819884,chr1:222818884..222819884,0
chr1,149855255,149856255,chr1:149855255..149856255,chr1,222816884,222817884,chr1:222816884..222817884,0
chr1,149857593,149858593,chr1:149857645..149858541,chr1,207507805,207508805,chr1:207507976..207508635,1
chr1,149859593,149860593,chr1:149859593..149860593,chr1,207509805,207510805,chr1:207509805..207510805,0
chr1,149855593,149856593,chr1:149855593..149856593,chr1,207505805,207506805,chr1:207505805..207506805,0
chr1,149857593,149858593,chr1:149857593..149858593,chr1,207509805,207510805,chr1:207509805..207510805,0
chr1,149855593,149856593,chr1:149855593..149856593,chr1,207507805,207508805,chr1:207507805..207508805,0
chr1,149857508,149858508,chr1:149857709..149858308,chr1,228645071,228646071,chr1:228645116..228646026,1
chr1,149859508,149860508,chr1:149859508..149860508,chr1,228647071,228648071,chr1:228647071..228648071,0
chr1,149855508,149856508,chr1:149855508..149856508,chr1,228643071,228644071,chr1:228643071..228644071,0
chr1,149857508,149858508,chr1:149857508..149858508,chr1,228647071,228648071,chr1:228647071..228648071,0
chr1,149855508,149856508,chr1:149855508..149856508,chr1,228645071,228646071,chr1:228645071..228646071,0
chr1,149857773,149858773,chr1:149857777..149858769,chr1,193073812,193074812,chr1:193073860..193074765,1
chr1,149859773,149860773,chr1:149859773..149860773,chr1,193075812,193076812,chr1:193075812..193076812,0
chr1,149855773,149856773,chr1:149855773..149856773,chr1,193071812,193072812,chr1:193071812..193072812,0
chr1,149857773,149858773,chr1:149857773..149858773,chr1,193075812,193076812,chr1:193075812..193076812,0
chr1,149855773,149856773,chr1:149855773..149856773,chr1,193073812,193074812,chr1:193073812..193074812,0
chr1,149857787,149858787,chr1:149857983..149858591,chr1,153939344,153940344,chr1:153939337..153940220,1
chr1,149859787,149860787,chr1:149859787..149860787,chr1,153941344,153942344,chr1:153941344..153942344,0
chr1,149855787,149856787,chr1:149855787..149856787,chr1,153937344,153938344,chr1:153937344..153938344,0
chr1,149857787,149858787,chr1:149857787..149858787,chr1,153941344,153942344,chr1:153941344..153942344,0
chr1,149855787,149856787,chr1:149855787..149856787,chr1,153939344,153940344,chr1:153939344..153940344,0
chr1,149857910,149858910,chr1:149858026..149858794,chr1,207494561,207495561,chr1:207494616..207495507,1
chr1,149859910,149860910,chr1:149859910..149860910,chr1,207496561,207497561,chr1:207496561..207497561,0
chr1,149855910,149856910,chr1:149855910..149856910,chr1,207492561,207493561,chr1:207492561..207493561,0
chr1,149857910,149858910,chr1:149857910..149858910,chr1,207496561,207497561,chr1:207496561..207497561,0
chr1,149855910,149856910,chr1:149855910..149856910,chr1,207494561,207495561,chr1:207494561..207495561,0
chr1,149857977,149858977,chr1:149858028..149858926,chr1,249119794,249120794,chr1:249119750..249120677,1
chr1,149859977,149860977,chr1:149859977..149860977,chr1,249121794,249122794,chr1:249121794..249122794,0
chr1,149855977,149856977,chr1:149855977..149856977,chr1,249117794,249118794,chr1:249117794..249118794,0
chr1,149857977,149858977,chr1:149857977..149858977,chr1,249121794,249122794,chr1:249121794..249122794,0
chr1,149855977,149856977,chr1:149855977..149856977,chr1,249119794,249120794,chr1:249119794..249120794,0
chr1,149858245,149859245,chr1:149858029..149859462,chr1,205600438,205601438,chr1:205600200..205601682,1
chr1,149860245,149861245,chr1:149860245..149861245,chr1,205602438,205603438,chr1:205602438..205603438,0
chr1,149856245,149857245,chr1:149856245..149857245,chr1,205598438,205599438,chr1:205598438..205599438,0
chr1,149858245,149859245,chr1:149858245..149859245,chr1,205602438,205603438,chr1:205602438..205603438,0
chr1,149856245,149857245,chr1:149856245..149857245,chr1,205600438,205601438,chr1:205600438..205601438,0
chr1,149858238,149859238,chr1:149858446..149859031,chr1,210547053,210548053,chr1:210547227..210547914,1
chr1,149860238,149861238,chr1:149860238..149861238,chr1,210549053,210550053,chr1:210549053..210550053,0
chr1,149856238,149857238,chr1:149856238..149857238,chr1,210545053,210546053,chr1:210545053..210546053,0
chr1,149858238,149859238,chr1:149858238..149859238,chr1,210549053,210550053,chr1:210549053..210550053,0
chr1,149856238,149857238,chr1:149856238..149857238,chr1,210547053,210548053,chr1:210547053..210548053,0
chr1,149858792,149859792,chr1:149859033..149859552,chr1,212208679,212209679,chr1:212208774..212209584,1
chr1,149860792,149861792,chr1:149860792..149861792,chr1,212210679,212211679,chr1:212210679..212211679,0
chr1,149856792,149857792,chr1:149856792..149857792,chr1,212206679,212207679,chr1:212206679..212207679,0
chr1,149858792,149859792,chr1:149858792..149859792,chr1,212210679,212211679,chr1:212210679..212211679,0
chr1,149856792,149857792,chr1:149856792..149857792,chr1,212208679,212209679,chr1:212208679..212209679,0
chr1,149858896,149859896,chr1:149859137..149859656,chr1,174128241,174129241,chr1:174128361..174129122,1
chr1,149860896,149861896,chr1:149860896..149861896,chr1,174130241,174131241,chr1:174130241..174131241,0
chr1,149856896,149857896,chr1:149856896..149857896,chr1,174126241,174127241,chr1:174126241..174127241,0
chr1,149858896,149859896,chr1:149858896..149859896,chr1,174130241,174131241,chr1:174130241..174131241,0
chr1,149856896,149857896,chr1:149856896..149857896,chr1,174128241,174129241,chr1:174128241..174129241,0
chr1,149859162,149860162,chr1:149859200..149860125,chr1,159894149,159895149,chr1:159894208..159895091,1
chr1,149861162,149862162,chr1:149861162..149862162,chr1,159896149,159897149,chr1:159896149..159897149,0
chr1,149857162,149858162,chr1:149857162..149858162,chr1,159892149,159893149,chr1:159892149..159893149,0
chr1,149859162,149860162,chr1:149859162..149860162,chr1,159896149,159897149,chr1:159896149..159897149,0
chr1,149857162,149858162,chr1:149857162..149858162,chr1,159894149,159895149,chr1:159894149..159895149,0
chr1,149859062,149860062,chr1:149859205..149859920,chr1,150336229,150337229,chr1:150336285..150337174,1
chr1,149861062,149862062,chr1:149861062..149862062,chr1,150338229,150339229,chr1:150338229..150339229,0
chr1,149857062,149858062,chr1:149857062..149858062,chr1,150334229,150335229,chr1:150334229..150335229,0
chr1,149859062,149860062,chr1:149859062..149860062,chr1,150338229,150339229,chr1:150338229..150339229,0
chr1,149857062,149858062,chr1:149857062..149858062,chr1,150336229,150337229,chr1:150336229..150337229,0
chr1,150038722,150039722,chr1:150038823..150039622,chr1,212782310,212783310,chr1:212782423..212783198,1
chr1,150040722,150041722,chr1:150040722..150041722,chr1,212784310,212785310,chr1:212784310..212785310,0
chr1,150036722,150037722,chr1:150036722..150037722,chr1,212780310,212781310,chr1:212780310..212781310,0
chr1,150038722,150039722,chr1:150038722..150039722,chr1,212784310,212785310,chr1:212784310..212785310,0
chr1,150036722,150037722,chr1:150036722..150037722,chr1,212782310,212783310,chr1:212782310..212783310,0
chr1,150206399,150207399,chr1:150206375..150207143,chr1,150337711,150338711,chr1:150337952..150338470,1
chr1,150208399,150209399,chr1:150208399..150209399,chr1,150339711,150340711,chr1:150339711..150340711,0
chr1,150204399,150205399,chr1:150204399..150205399,chr1,150335711,150336711,chr1:150335711..150336711,0
chr1,150206399,150207399,chr1:150206399..150207399,chr1,150339711,150340711,chr1:150339711..150340711,0
chr1,150204399,150205399,chr1:150204399..150205399,chr1,150337711,150338711,chr1:150337711..150338711,0
chr1,150207842,150208842,chr1:150208070..150208615,chr1,150337341,150338341,chr1:150337528..150338154,1
chr1,150209842,150210842,chr1:150209842..150210842,chr1,150339341,150340341,chr1:150339341..150340341,0
chr1,150205842,150206842,chr1:150205842..150206842,chr1,150335341,150336341,chr1:150335341..150336341,0
chr1,150207842,150208842,chr1:150207842..150208842,chr1,150339341,150340341,chr1:150339341..150340341,0
chr1,150205842,150206842,chr1:150205842..150206842,chr1,150337341,150338341,chr1:150337341..150338341,0
chr1,150208045,150209045,chr1:150208106..150208985,chr1,212782654,212783654,chr1:212782863..212783446,1
chr1,150210045,150211045,chr1:150210045..150211045,chr1,212784654,212785654,chr1:212784654..212785654,0
chr1,150206045,150207045,chr1:150206045..150207045,chr1,212780654,212781654,chr1:212780654..212781654,0
chr1,150208045,150209045,chr1:150208045..150209045,chr1,212784654,212785654,chr1:212784654..212785654,0
chr1,150206045,150207045,chr1:150206045..150207045,chr1,212782654,212783654,chr1:212782654..212783654,0
chr1,150336003,150337003,chr1:150336056..150336950,chr1,203274167,203275167,chr1:203274470..203275332,1
chr1,150338003,150339003,chr1:150338003..150339003,chr1,203276167,203277167,chr1:203276167..203277167,0
chr1,150334003,150335003,chr1:150334003..150335003,chr1,203272167,203273167,chr1:203272167..203273167,0
chr1,150336003,150337003,chr1:150336003..150337003,chr1,203276167,203277167,chr1:203276167..203277167,0
chr1,150334003,150335003,chr1:150334003..150335003,chr1,203274167,203275167,chr1:203274167..203275167,0
chr1,150533621,150534621,chr1:150533710..150534533,chr1,155213919,155214919,chr1:155214061..155214778,1
chr1,150535621,150536621,chr1:150535621..150536621,chr1,155215919,155216919,chr1:155215919..155216919,0
chr1,150531621,150532621,chr1:150531621..150532621,chr1,155211919,155212919,chr1:155211919..155212919,0
chr1,150533621,150534621,chr1:150533621..150534621,chr1,155215919,155216919,chr1:155215919..155216919,0
chr1,150531621,150532621,chr1:150531621..150532621,chr1,155213919,155214919,chr1:155213919..155214919,0
chr1,150533797,150534797,chr1:150533865..150534729,chr1,150551759,150552759,chr1:150551971..150552548,1
chr1,150535797,150536797,chr1:150535797..150536797,chr1,150553759,150554759,chr1:150553759..150554759,0
chr1,150531797,150532797,chr1:150531797..150532797,chr1,150549759,150550759,chr1:150549759..150550759,0
chr1,150533797,150534797,chr1:150533797..150534797,chr1,150553759,150554759,chr1:150553759..150554759,0
chr1,150531797,150532797,chr1:150531797..150532797,chr1,150551759,150552759,chr1:150551759..150552759,0
chr1,150533758,150534758,chr1:150533928..150534588,chr1,156469878,156470878,chr1:156469984..156470772,1
chr1,150535758,150536758,chr1:150535758..150536758,chr1,156471878,156472878,chr1:156471878..156472878,0
chr1,150531758,150532758,chr1:150531758..150532758,chr1,156467878,156468878,chr1:156467878..156468878,0
chr1,150533758,150534758,chr1:150533758..150534758,chr1,156471878,156472878,chr1:156471878..156472878,0
chr1,150531758,150532758,chr1:150531758..150532758,chr1,156469878,156470878,chr1:156469878..156470878,0
chr1,150545166,150546166,chr1:150545363..150545970,chr1,153642847,153643847,chr1:153643040..153643654,1
chr1,150547166,150548166,chr1:150547166..150548166,chr1,153644847,153645847,chr1:153644847..153645847,0
chr1,150543166,150544166,chr1:150543166..150544166,chr1,153640847,153641847,chr1:153640847..153641847,0
chr1,150545166,150546166,chr1:150545166..150546166,chr1,153644847,153645847,chr1:153644847..153645847,0
chr1,150543166,150544166,chr1:150543166..150544166,chr1,153642847,153643847,chr1:153642847..153643847,0
chr1,150548990,150549990,chr1:150548994..150549987,chr1,244998462,244999462,chr1:244998607..244999376,1
chr1,150550990,150551990,chr1:150550990..150551990,chr1,245000462,245001462,chr1:245000462..245001462,0
chr1,150546990,150547990,chr1:150546990..150547990,chr1,244996462,244997462,chr1:244996462..244997462,0
chr1,150548990,150549990,chr1:150548990..150549990,chr1,245000462,245001462,chr1:245000462..245001462,0
chr1,150546990,150547990,chr1:150546990..150547990,chr1,244998462,244999462,chr1:244998462..244999462,0
chr1,150550629,150551629,chr1:150550795..150551464,chr1,171711119,171712119,chr1:171711300..171711939,1
chr1,150552629,150553629,chr1:150552629..150553629,chr1,171713119,171714119,chr1:171713119..171714119,0
chr1,150548629,150549629,chr1:150548629..150549629,chr1,171709119,171710119,chr1:171709119..171710119,0
chr1,150550629,150551629,chr1:150550629..150551629,chr1,171713119,171714119,chr1:171713119..171714119,0
chr1,150548629,150549629,chr1:150548629..150549629,chr1,171711119,171712119,chr1:171711119..171712119,0
chr1,150551695,150552695,chr1:150551589..150552801,chr1,150592047,150593047,chr1:150591945..150592892,1
chr1,150553695,150554695,chr1:150553695..150554695,chr1,150594047,150595047,chr1:150594047..150595047,0
chr1,150549695,150550695,chr1:150549695..150550695,chr1,150590047,150591047,chr1:150590047..150591047,0
chr1,150551695,150552695,chr1:150551695..150552695,chr1,150594047,150595047,chr1:150594047..150595047,0
chr1,150549695,150550695,chr1:150549695..150550695,chr1,150592047,150593047,chr1:150592047..150593047,0
chr1,150551558,150552558,chr1:150551625..150552492,chr1,152008265,152009265,chr1:152008328..152009203,1
chr1,150553558,150554558,chr1:150553558..150554558,chr1,152010265,152011265,chr1:152010265..152011265,0
chr1,150549558,150550558,chr1:150549558..150550558,chr1,152006265,152007265,chr1:152006265..152007265,0
chr1,150551558,150552558,chr1:150551558..150552558,chr1,152010265,152011265,chr1:152010265..152011265,0
chr1,150549558,150550558,chr1:150549558..150550558,chr1,152008265,152009265,chr1:152008265..152009265,0
chr1,150551435,150552435,chr1:150551640..150552230,chr1,224544801,224545801,chr1:224545109..224545681,1
chr1,150553435,150554435,chr1:150553435..150554435,chr1,224546801,224547801,chr1:224546801..224547801,0
chr1,150549435,150550435,chr1:150549435..150550435,chr1,224542801,224543801,chr1:224542801..224543801,0
chr1,150551435,150552435,chr1:150551435..150552435,chr1,224546801,224547801,chr1:224546801..224547801,0
chr1,150549435,150550435,chr1:150549435..150550435,chr1,224544801,224545801,chr1:224544801..224545801,0
chr1,150551798,150552798,chr1:150551855..150552742,chr1,207509351,207510351,chr1:207509362..207510340,1
